name,socket,form_factor,max_memory,memory_slots
Asus P8H67-M EVO,LGA1155,Micro ATX,32,4
Asus P8H67-M PRO/CSM,LGA1155,Micro ATX,32,4
Biostar TH67+,LGA1155,Micro ATX,16,4
Foxconn A78AX 3.0,AM3,ATX,16,4
Zotac 890GXITX-A-E,AM3,Mini ITX,8,2
Gigabyte G1.Guerrilla,LGA1366,EATX,24,6
Gigabyte GA-P67A-UD3-B3,LGA1155,ATX,32,4
MSI H67MA-E45 (B3),LGA1155,Micro ATX,32,4
ECS H61H2-M3(1.0),LGA1155,Micro ATX,16,2
Zotac G41ITX-B-E,LGA775,Mini ITX,4,2
Biostar H67MU3,LGA1155,Micro ATX,8,2
Asus P8H61-I (REV 3.0),LGA1155,Mini ITX,16,2
Intel DH67GDB3,LGA1155,Micro ATX,32,4
Gigabyte GA-X58A-OC,LGA1366,ATX,24,6
MSI Z68A-GD80 (B3),LGA1155,ATX,32,4
ASRock Z68 Extreme4,LGA1155,ATX,32,4
Jetway JMIG41TM-LF,LGA775,Micro ATX,8,2
ASRock Fatal1ty P67 Performance,LGA1155,ATX,32,4
Asus P8Z68-V,LGA1155,ATX,32,4
Biostar G31-M7G DVI,LGA775,Micro ATX,4,2
Asus P8Z68 Deluxe,LGA1155,ATX,32,4
ASRock H61M-GE,LGA1155,Micro ATX,16,4
MSI PH61A-P35 (B3),LGA1155,ATX,16,2
Jetway JNC94FL-525-LF,Integrated Atom D525,Mini ITX,8,2
ASRock Z68M-ITX/HT,LGA1155,Mini ITX,16,2
Gigabyte GA-H61N-USB3,LGA1155,Mini ITX,16,2
MSI 990XA-GD55,AM3+/AM3,ATX,32,4
ASRock Z68 Pro3 GEN3,LGA1155,ATX,32,4
Zotac H61MAT-A-E,LGA1155,Micro ATX,16,2
Intel DG41RQ,LGA775,Micro ATX,8,2
MSI X79A-GD65(8D) Frio Adv,LGA2011,ATX,128,8
Gigabyte G1.ASSASSIN2,LGA2011,EATX,32,4
Asus P8H61-M LX PLUS (REV 3.0),LGA1155,Micro ATX,16,2
MSI H61M-P25 (B3),LGA1155,Micro ATX,16,2
Biostar A880GZ,AM3+,Micro ATX,8,2
Gigabyte GA-Z77MX-D3H,LGA1155,Micro ATX,32,4
Biostar TZ75B,LGA1155,ATX,32,4
Biostar H77MU3,LGA1155,Micro ATX,32,4
MSI 990FXA-GD65V2,AM3+,ATX,32,4
Intel DZ77SL50K,LGA1155,ATX,32,4
Gigabyte GA-970A-DS3,AM3+,ATX,32,4
Asus P8Z77-V PREMIUM,LGA1155,ATX,32,4
MSI Z77A-GD80,LGA1155,ATX,32,4
ECS H61H2-M12,LGA1155,Micro ATX,16,2
MSI 880GMS-E41 (FX),AM3+,Micro ATX,16,2
Zotac D2700ITXS-A-E,Integrated Atom D2700,Mini ITX,4,2
ECS B75H2-M3(1.0),LGA1155,Micro ATX,16,2
Asus F2A55-M LK PLUS,FM2,Micro ATX,32,2
Gigabyte GA-Z77X-UP7,LGA1155,EATX,32,4
ASRock FM2A85X Extreme6,FM2,ATX,64,4
Intel DZ75ML-45K,LGA1155,Micro ATX,32,4
Asus P8Z77-I DELUXE/WD,LGA1155,Mini ITX,16,2
ASRock A55M-VS,FM1,Micro ATX,16,2
MSI B75MA-P33,LGA1155,Micro ATX,16,2
Gigabyte G1.Sniper M5,LGA1150,Micro ATX,32,4
ASRock H87M,LGA1150,Micro ATX,16,2
ASRock Z87 Extreme6,LGA1150,ATX,32,4
ASRock H87 Performance,LGA1150,ATX,32,4
ASRock Z87 Pro4,LGA1150,ATX,32,4
MSI B85M-E33,LGA1150,Micro ATX,32,2
ECS B85H3-M3(1.0),LGA1150,Micro ATX,16,2
ASRock H61M-PS4 Micro ATX Intel Motherboard,LGA1155,Micro ATX,16,2
ASRock Q87M vPro,LGA1150,Micro ATX,32,4
Zotac A55ITX-B-E,FM2,Mini ITX,16,2
Gigabyte GA-H77-D3H,LGA1155,Micro ATX,32,4
Foxconn Q77M,LGA1155,Micro ATX,32,4
ASRock H87WS-DL,LGA1150,ATX,32,4
ASRock E3C224-4L,LGA1150,ATX,32,4
MSI Z87-G55,LGA1150,ATX,32,4
EVGA Z87 Stinger,LGA1150,Mini ITX,16,2
Gigabyte GA-H81.Amp-UP,LGA1150,ATX,16,2
ASRock E3C224-V+,LGA1150,ATX,32,4
Asus M5A97 LE R2.0 BOM,AM3+,ATX,32,4
MSI 760GM-P34 (FX) BOM,AM3+,Micro ATX,16,2
Gigabyte GA-H87TN,LGA1150,Thin Mini ITX,8,2
Gigabyte GA-Q87TN,LGA1150,Thin Mini ITX,16,2
EVGA Z87 FTW,LGA1150,ATX,32,4
Gigabyte GA-Z87X-UD5 TH,LGA1150,ATX,32,4
Gigabyte GA-Z87X-UD7 TH,LGA1150,EATX,32,4
Gigabyte GA-Z87-DS3H,LGA1150,ATX,32,4
Biostar A58MD Ver. 6.x,FM2+,Micro ATX,32,2
MSI H87M-E35,LGA1150,Micro ATX,16,2
ASRock C2550D4I,Integrated Atom C2550,Mini ITX,64,4
ECS B75H2-M4(V1.0),LGA1155,Micro ATX,16,2
MSI CSM-Q87M-E43,LGA1150,Micro ATX,32,4
ASRock Fatal1ty H87 Performance,LGA1150,ATX,32,4
Gigabyte GA-B85N,LGA1150,Mini ITX,16,2
ASRock FM2A88X+ Killer,FM2+,ATX,64,4
Jetway JNC9S-B85,LGA1150,Mini ITX,16,2
MSI A88X-G41 PC MATE,FM2+,ATX,64,2
ASRock AM1B-M,AM1,Micro ATX,32,2
Gigabyte GA-F2A55M-S1,FM2+,Micro ATX,64,2
MSI Z97 MPOWER,LGA1150,ATX,32,4
ASRock FM2A88X+ BTC,FM2+,ATX,64,4
Biostar H81MHP2,LGA1150,Micro ATX,16,2
ASRock Z97 Extreme3,LGA1150,ATX,32,4
Gigabyte GA-Z97X-UD7 TH,LGA1150,ATX,32,4
Gigabyte GA-Z97X-SOC,LGA1150,ATX,32,4
ASRock H97M,LGA1150,Micro ATX,16,2
ASRock Z97M Anniversary,LGA1150,Micro ATX,32,4
MSI X99S GAMING 9 AC,LGA2011-3,EATX,128,8
Gigabyte GA-X99-SOC FORCE,LGA2011-3,EATX,64,8
MSI H81M Eco,LGA1150,Micro ATX,16,2
ECS A58F2P-M4(1.0),FM2+,Micro ATX,32,2
Gigabyte GA-Z87X-SLI,LGA1150,ATX,32,4
MSI AM1M,AM1,Micro ATX,16,2
ASRock EPC612D8A-TB,LGA2011-3 Narrow,ATX,256,8
Gigabyte GA-X99-Gaming 7 WIFI,LGA2011-3,EATX,64,8
Gigabyte GA-X99-SOC Champion,LGA2011-3,EATX,32,4
ASRock QC5000-ITX/PH,Integrated A4-5000,Mini ITX,32,2
Gigabyte GA-EG43M-S2H,LGA775,Micro ATX,8,4
Asus H97M-E/CSM/C/SI,LGA1150,Micro ATX,32,4
ASRock E3C222D4U,LGA1150,Micro ATX,32,4
ASRock X99 Extreme4/3.1,LGA2011-3,ATX,128,8
Gigabyte GA-990FXA-UD5 R5,AM3+,ATX,32,4
Gigabyte GA-B85M-HD3-A,LGA1150,Micro ATX,16,2
ASRock H170 Pro4,LGA1151,ATX,64,4
ASRock B150M-HDV,LGA1151,Micro ATX,32,2
Gigabyte GA-H81M-S2H GSM,LGA1150,Micro ATX,16,2
ASRock Z170 Extreme3,LGA1151,ATX,64,4
ASRock H170A-X1/3.1,LGA1151,ATX,64,4
MSI H170M ECO,LGA1151,Micro ATX,32,2
MSI CSM-H110M Pro-VHL,LGA1151,Micro ATX,32,2
Gigabyte GA-X150M-PLUS WS,LGA1151,Micro ATX,32,2
ASRock E3C232D4U-V1L,LGA1151,Micro ATX,64,4
ASRock E3C236D4U,LGA1151,Micro ATX,64,4
MSI B150I GAMING PRO,LGA1151,Mini ITX,32,2
Gigabyte GA-B150M-HD3,LGA1151,Micro ATX,32,2
Gigabyte GA-Z170X-Designare,LGA1151,ATX,64,4
Asus P10S-E/4L,LGA1151,ATX,64,4
Supermicro X11SAE-M,LGA1151,Micro ATX,64,4
ASRock B150M Pro4V,LGA1151,Micro ATX,64,4
MSI B150M GRENADE,LGA1151,Micro ATX,32,2
Gigabyte GA-X170-WS ECC (rev. 1.0),LGA1151,ATX,64,4
Biostar Z270GT8,LGA1151,ATX,64,4
ASRock Fatal1ty H270M Performance,LGA1151,Micro ATX,64,4
Biostar X370GT5,AM4,ATX,64,4
MSI Z270 GAMING M6 AC,LGA1151,ATX,64,4
MSI Z270 MPOWER GAMING TITANIUM,LGA1151,ATX,64,4
MSI X299 TOMAHAWK,LGA2066,ATX,256,8
Gigabyte GA-B250M-EVO (rev. 1.0),LGA1151,Micro ATX,32,2
ASRock Fatal1ty X299 Professional Gaming i9 XE,LGA2066,ATX,128,8
ASRock H310M-DGS,LGA1151,Micro ATX,32,2
Gigabyte H310M HD2,LGA1151,Micro ATX,32,2
MSI H310M PRO-VHL,LGA1151,Micro ATX,32,2
ASRock H310M-HDVP,LGA1151,Micro ATX,32,2
MSI X58 PLATINUM,LGA1366,ATX,24,6
Asus PRIME H310I-PLUS/CSM,LGA1151,Mini ITX,32,2
Gigabyte X299 AORUS Ultra Gaming Pro,LGA2066,ATX,128,8
Biostar B450MHC,AM4,Micro ATX,32,2
Gigabyte X299 AORUS MASTER,LGA2066,EATX,128,8
ASRock Fatal1ty X99 Professional,LGA2011-3,EATX,128,8
Gigabyte GA-H110M-S2PT,LGA1151,Micro ATX,32,2
ECS B350AM4-M2,AM4,Micro ATX,64,4
ASRock Z490 Phantom Gaming 4/2.5G,LGA1200,ATX,128,4
Supermicro C9X299-RPGF,LGA2066,ATX,256,8
MSI X299 PRO 10G,LGA2066,ATX,256,8
Asus WS C246M PRO/SE,LGA1151,Micro ATX,128,4
Biostar B350M,AM4,Micro ATX,32,2
Colorful CVN X570 GAMING PRO V14,AM4,ATX,128,4
Colorful CVN X570M GAMING PRO V14,AM4,Micro ATX,128,4
ASRock B560M-HDV-A,LGA1200,Micro ATX,64,2
Biostar Z590GTA,LGA1200,ATX,128,4
ASRock Z590 OC Formula,LGA1200,EATX,64,2
Gigabyte B660M AORUS Pro,LGA1700,Micro ATX,192,4
Gigabyte Z690 GAMING X DDR4 V2,LGA1700,ATX,128,4
Asus Z490-GUNDAM (WI-FI),LGA1200,ATX,128,4
MSI PRO-A320M-B,AM4,Micro ATX,64,2
Biostar A320MD PRO,AM4,Micro ATX,32,2
MSI PRO B760M-A DDR4,LGA1700,Micro ATX,128,4
Gigabyte B760M D DDR4,LGA1700,Micro ATX,64,2
Asus PRIME H610M-K-CSM,LGA1700,Micro ATX,96,2
Biostar B650MT-E PRO,AM5,Micro ATX,192,4
Gigabyte H610M K V2,LGA1700,Micro ATX,96,2
Asus PRIME B650M-F,AM5,Micro ATX,96,2
ASRock B85M DASH/OL R2.0,LGA1150,Micro ATX,32,4
Asus PRIME H510M-F R3.0-CSM,LGA1200,Micro ATX,64,2
Gigabyte B760M G AX,LGA1700,Micro ATX,96,2
Supermicro MBD-X11SSL-O,LGA1151,Micro ATX,64,4
Gigabyte GA-P67X-UD3-B3,LGA1155,ATX,32,4
Biostar Z590MHP,LGA1200,Micro ATX,64,2
EVGA 111-CD-E630-TR,LGA1156,Micro ATX,16,4
Asus Sabertooth 55I,LGA1156,ATX,16,4
Asus P7P55D-E PRO,LGA1156,ATX,16,4
Zotac GF6100-E-E,AM3/AM2+/AM2,Mini ITX,4,2
ASRock M3A770DE,AM3,ATX,16,4
ASRock A785GMH/128M,AM3/AM2+/AM2,Micro ATX,16,4
Gigabyte GA-880GM-UD2H,AM3,Micro ATX,16,4
Asus M4A88T-M,AM3,Micro ATX,16,4
Asus M4A78T-E,AM3,ATX,16,4
Gigabyte GA-MA790GPT-UD3H,AM3,ATX,16,4
MSI 890GXM-G65,AM3,Micro ATX,16,4
Gigabyte GA-EP45T-USB3P,LGA775,ATX,8,4
Asus P5G41C-M,LGA775,Micro ATX,8,4
Asus P5G41T-M/CSM,LGA775,Micro ATX,8,2
EVGA 131-GT-E767-TR,LGA1366,ATX,24,6
Zotac H55ITX-A-E,LGA1156,Mini ITX,8,2
Zotac GF9300-I-E,LGA775,Mini ITX,8,2
ASRock P43DE,LGA775,ATX,16,4
Intel DH55PJ,LGA1156,Micro ATX,8,2
MSI Big Bang XPOWER,LGA1366,ATX,24,6
Biostar A780L,AM3/AM2+,Micro ATX,8,2
MSI 770T-C35,AM2+/AM2,ATX,8,4
Asus M4A88TD-M/USB3,AM3,Micro ATX,16,4
Gigabyte GA-880GM-D2H,AM3,Micro ATX,8,2
ASRock N68C-S UCC,AM3/AM2+/AM2,Micro ATX,8,4
Foxconn A88GMX,AM3,Micro ATX,16,4
ECS H57H-M (V1.0A),LGA1156,Micro ATX,16,4
Biostar G41D3,LGA775,Micro ATX,8,2
Foxconn H55MX-S,LGA1156,Micro ATX,8,2
Zotac NF610I-E-E,LGA775,Micro ATX,4,2
Asus P7H55-M LE,LGA1156,Micro ATX,8,2
Gigabyte GA-X58A-UD9,LGA1366,XL ATX,24,6
ASRock X58 Extreme6,LGA1366,ATX,24,6
Asus P8H67,LGA1155,ATX,32,4
Asus P8H67-M LX,LGA1155,Micro ATX,16,2
Asus P8P67 EVO,LGA1155,ATX,32,4
Asus P8P67-M PRO,LGA1155,Micro ATX,32,4
MSI GF615M-P31,AM3,Micro ATX,8,2
ASRock P67 Extreme6,LGA1155,ATX,32,4
ASRock H67M-GE/HT,LGA1155,Micro ATX,32,4
ASRock P67 Transformer,LGA1155,ATX,16,4
ASRock A770DE+,AM3/AM2+/AM2,ATX,16,4
MSI H67MS-E33,LGA1155,Micro ATX,16,2
Foxconn Inferno Katana GTI,LGA1156,ATX,16,4
Biostar TA870U3+,AM3,ATX,16,4
Gigabyte GA-H67A-UD3H-B3,LGA1155,ATX,32,4
ECS A785GM-M7,AM3,Micro ATX,8,2
Sapphire PURE Black X58,LGA1366,ATX,24,6
MSI P67A-C43 (B3),LGA1155,ATX,32,4
MSI P67A-GD55 (B3),LGA1155,ATX,32,4
Asus P8P67-M PRO (REV 3.0),LGA1155,Micro ATX,32,4
Asus P6X58-E WS,LGA1366,ATX,24,6
ASRock Fatal1ty P67 Professional (B3),LGA1155,ATX,32,4
Gigabyte GA-870A-USB3,AM3,ATX,16,4
ECS P45T-AD3,LGA775,ATX,8,4
Asus P8H61-M LE/CSM (REV 3.0),LGA1155,Micro ATX,16,2
Intel DH67BLB3,LGA1155,Micro ATX,32,4
MSI P67S-C43 (B3),LGA1155,ATX,32,4
Gigabyte GA-E350N-USB3,Integrated E-Series E-350,Mini ITX,8,2
Intel D425KT,Integrated Atom D425,Mini ITX,4,2
Zotac NM10-A-E-ION,Integrated Atom D510,Mini ITX,4,2
Gigabyte GA-Z68A-D3-B3,LGA1155,ATX,32,4
ASRock Z68 Pro3-M,LGA1155,Micro ATX,32,4
Asus M5A87,AM3+,ATX,16,4
Jetway JMIP41TA-IC-LF,LGA775,ATX,8,2
Jetway JNAF91R-G41,LGA775,ATX,4,2
Biostar TZ68A+,LGA1155,ATX,16,4
Asus M5A88-M,AM3+,Micro ATX,16,4
ASRock H61DE/S3,LGA1155,ATX,16,4
Gigabyte GA-A75M-D2H,FM1,Micro ATX,16,2
Biostar TA75A+,FM1,ATX,32,4
Asus F1A75-M PRO,FM1,Micro ATX,64,4
Asus F1A75-V PRO,FM1,ATX,64,4
MSI Z68A-GD55 (B3),LGA1155,ATX,32,4
ASRock A75 Extreme6,FM1,ATX,32,4
ASRock Z68 Professional Gen3,LGA1155,ATX,32,4
Asus F1A75-M LE,FM1,Micro ATX,32,2
Jetway JM26GT4-LF,AM2,Micro ATX,4,2
MSI A75A-G35,FM1,ATX,16,2
EVGA 120-SB-E672-KR,LGA1155,Micro ATX,16,4
EVGA 130-SB-E685-KR,LGA1155,ATX,16,4
MSI Z68A-GD65 (G3),LGA1155,ATX,32,4
ASRock 870 Extreme3 R2.0,AM3+,ATX,32,4
MSI Z68A-G43 (G3),LGA1155,ATX,32,4
Zotac Z68ITX-A-E,LGA1155,Mini ITX,16,2
Asus F1A75-I Deluxe,FM1,Mini ITX,16,2
Jetway JNAF92-Q67,LGA1155,ATX,32,4
ASRock H61M-GS,LGA1155,Micro ATX,16,2
EVGA 120-SB-E682-KR,LGA1155,Micro ATX,16,4
Foxconn H67M-V,LGA1155,Micro ATX,32,4
Biostar TZ68K+,LGA1155,ATX,32,4
ASRock X79 Extreme7,LGA2011,ATX,48,6
MSI H67MS-E33 (B3),LGA1155,Micro ATX,16,2
Biostar TZ77XE3,LGA1155,ATX,32,4
Intel DZ77GA70K,LGA1155,ATX,32,4
Asus P8Z77 WS,LGA1155,ATX,32,4
Biostar B75MU3+,LGA1155,Micro ATX,32,4
ASRock 970 Pro3,AM3+,ATX,32,4
Gigabyte G1.Sniper 3,LGA1155,EATX,32,4
ECS H77H2-M3(1.0),LGA1155,Micro ATX,16,2
ASRock Z77 Extreme9,LGA1155,ATX,32,4
ASRock B75M-GL,LGA1155,Micro ATX,16,2
Zotac H67ITX-D-E,LGA1155,Mini ITX,16,2
Biostar Hi-Fi Z77X 5.x,LGA1155,ATX,32,4
EVGA Z77 FTW,LGA1155,EATX,32,4
Intel DZ77RE75K,LGA1155,ATX,32,4
Asus F1A55-M LE R2.0,FM1,Micro ATX,32,2
EVGA 131-IB-E695-KR,LGA1155,ATX,32,4
ECS H61H2-I3 (v1.0),LGA1155,Mini ITX,16,2
Gigabyte GA-F2A85X-UP4,FM2,ATX,64,4
Asus F2A55-M/CSM,FM2,Micro ATX,64,4
MSI Z77IA-E53,LGA1155,Mini ITX,16,2
Intel DZ68AF,LGA1155,Micro ATX,32,4
Zotac Z77ITX-A-E,LGA1155,Mini ITX,16,2
ASRock Z77 Extreme6/TB4,LGA1155,ATX,32,4
Biostar Hi-Fi A85S3,FM2,Micro ATX,32,2
Gigabyte GA-Z77X-UD4H,LGA1155,ATX,32,4
Gigabyte GA-C847N-D,Integrated Celeron 847,Mini ITX,16,2
Gigabyte GA-H61M-HD2,LGA1155,Micro ATX,16,2
ASRock FM2A85X-ITX,FM2,Mini ITX,32,2
Biostar A960D+,AM3+,Micro ATX,16,2
ASRock B75M-DGS R2.0,LGA1155,Micro ATX,16,2
Gigabyte GA-Z87M-D3H 1.0,LGA1150,Micro ATX,32,4
Gigabyte GA-Z87X-OC Force,LGA1150,EATX,32,4
ASRock Z87 Extreme3,LGA1150,ATX,32,4
ASRock B85M-GL,LGA1150,Micro ATX,16,2
Gigabyte GA-Z87X-OC,LGA1150,ATX,32,4
EVGA 151-SE-E779-K3,LGA2011,XL ATX,32,4
ASRock Z87 OC Formula,LGA1150,EATX,32,4
ECS NM70-I2(1.0),Integrated Celeron 1037U,Mini ITX,16,2
Asus Z87I-Pro Mini-ITX,LGA1150,Mini ITX,16,2
Gigabyte GA-H87M-HD3,LGA1150,Micro ATX,16,2
Asus A55M-E,FM2,Micro ATX,32,2
ECS H61H2-I5 (V1.0),LGA1155,Mini ITX,16,2
ASRock Q87M vPro/ASM,LGA1150,Micro ATX,32,4
Asus A88X-PLUS,FM2+,ATX,64,4
Gigabyte GA-H87N,LGA1150,Mini ITX,16,2
ASRock FM2A75M Pro4+,FM2+,Micro ATX,64,4
Gigabyte GA-970A-DS3P BOM,AM3+,ATX,32,4
Asus Z87-A (NFC Express Edition),LGA1150,ATX,32,4
MSI CSM-B85M-E45,LGA1150,Micro ATX,32,4
Foxconn H81MX,LGA1150,Micro ATX,16,2
ASRock FM2A55M-VG3+,FM2+,Micro ATX,32,2
Biostar Hi-Fi H81S2,LGA1150,ATX,16,2
ASRock FM2A78M-HD+,FM2+,Micro ATX,32,2
Asus A55BM-K,FM2+,Micro ATX,32,2
ECS A75F2-M,FM2,Micro ATX,32,4
Asus F2A85-M2,FM2,Micro ATX,64,4
ECS B85H3-M7,LGA1150,Micro ATX,16,2
ASRock Fatal1ty H97 Killer,LGA1150,ATX,32,4
ASRock Z97E-ITX/ac,LGA1150,Mini ITX,16,2
Gigabyte GA-Z97X-Gaming GT,LGA1150,ATX,32,4
MSI Z97I Gaming AC,LGA1150,Mini ITX,16,2
Asus H97M-E/CSM,LGA1150,Micro ATX,32,4
MSI H97M-E35,LGA1150,Micro ATX,16,2
Biostar Hi-Fi Z97WE,LGA1150,ATX,32,4
ASRock Z97 OC FORMULA,LGA1150,ATX,32,4
MSI Z97-G43 GAMING,LGA1150,ATX,32,4
Foxconn H97M Plus,LGA1150,Micro ATX,32,4
ASRock Z97 Extreme6/ac,LGA1150,ATX,32,4
Gigabyte GA-Z87M-HD3,LGA1150,Micro ATX,16,2
MSI Z97-Gaming 9 ACK,LGA1150,ATX,32,4
MSI A68HM-P33,FM2+,Micro ATX,32,2
MSI Z97I GAMING ACK,LGA1150,Mini ITX,16,2
MSI X99A MPOWER,LGA2011-3,ATX,128,8
ASRock H81M-DG4,LGA1150,Micro ATX,16,2
Asus P5P41T LE,LGA775,ATX,8,2
Gigabyte GA-H81M-D3V,LGA1150,Micro ATX,16,2
Gigabyte GA-Z97X-Game Plus,LGA1150,ATX,32,4
ASRock Fatal1ty X99X Killer/3.1,LGA2011-3,ATX,128,8
Gigabyte GA-B85M-DASH,LGA1150,Micro ATX,32,4
ASRock Z170 Extreme4+,LGA1151,ATX,64,4
ASRock H170M Pro4S,LGA1151,Micro ATX,64,4
Asus B150M-C D3,LGA1151,Micro ATX,64,4
Asus B150-PLUS D3,LGA1151,ATX,64,4
Gigabyte GA-Z170X-SOC FORCE,LGA1151,EATX,64,4
ASRock B150 Pro4/D3,LGA1151,ATX,64,4
ASRock Q170M vPro,LGA1151,Micro ATX,64,4
ECS Z170-CLAYMORE,LGA1151,ATX,64,4
Gigabyte GA-H110M-S2HP,LGA1151,Micro ATX,32,2
ASRock B150M-ITX,LGA1151,Mini ITX,32,2
MSI Z170A-G43 PLUS,LGA1151,ATX,64,4
Supermicro C7Z170-SQ,LGA1151,ATX,64,4
Asus N3150I-C,Integrated Celeron N3150,Mini ITX,8,2
Asus B150M-C/CSM,LGA1151,Micro ATX,64,4
ASRock B150M-HDS,LGA1151,Micro ATX,32,2
Gigabyte MW31-SP0,LGA1151,ATX,64,4
EVGA Z170 Classified K,LGA1151,ATX,64,4
MSI CSM-H170M-A Pro,LGA1151,Micro ATX,64,4
MSI B150M ECO,LGA1151,Micro ATX,32,2
ASRock E3V5 Performance Gaming/OC,LGA1151,ATX,64,4
Asus H110M-D D3,LGA1151,Micro ATX,32,2
ASRock B150 GAMING K4/HYPER,LGA1151,ATX,64,4
Asus P10S-M,LGA1151,Micro ATX,64,4
Asus H170I-PRO/CSM,LGA1151,Mini ITX,32,2
ASRock Fatal1ty E3V5 Performance Gaming/OC,LGA1151,ATX,64,4
Asus B150-PRO,LGA1151,ATX,64,4
Biostar B250GT5,LGA1151,ATX,64,4
Biostar B250GT3,LGA1151,Micro ATX,64,4
Gigabyte GA-Z270X-UD5,LGA1151,ATX,64,4
Supermicro C7Z270-PG,LGA1151,ATX,64,4
MSI Z270 CAMO SQUAD,LGA1151,ATX,64,4
Biostar X370GT7,AM4,ATX,64,4
Biostar B350ET2,AM4,Micro ATX,32,2
Asus PRIME B250M-J,LGA1151,Micro ATX,32,2
ASRock Fatal1ty X299 Professional Gaming i9,LGA2066,ATX,128,8
Gigabyte X299 AORUS Ultra Gaming,LGA2066,ATX,128,8
Gigabyte X299 UD4,LGA2066,ATX,128,8
ASRock X299 Taichi XE,LGA2066,ATX,128,8
Supermicro C7Z270-CG-L,LGA1151,ATX,64,4
Asus PRIME H270M PLUS CSM,LGA1151,Micro ATX,64,4
Gigabyte X299 AORUS Gaming 7 Pro,LGA2066,ATX,128,8
Supermicro C9Z390-CG,LGA1151,ATX,128,4
Supermicro X11SCZ-F,LGA1151,Micro ATX,64,4
Biostar X470GTA,AM4,ATX,64,4
Biostar X570GTA,AM4,ATX,128,4
MSI B250M PRO OPT BOOST,LGA1151,Micro ATX,32,2
ASRock Z490 Phantom Gaming 4SR,LGA1200,ATX,128,4
EVGA Z490 DARK,LGA1200,EATX,64,2
Biostar Racing Z490T-Silver,LGA1200,Mini ITX,64,2
MSI B365M PRO-VD,LGA1151,Micro ATX,32,2
MSI X299-A PRO,LGA2066,ATX,256,8
Biostar B460GTA,LGA1200,ATX,128,4
Biostar B460GTQ,LGA1200,Micro ATX,128,4
Biostar B560GTQ,LGA1200,Micro ATX,128,4
Asus PRO H410M-C2/CSM,LGA1200,Micro ATX,64,2
Asus PRIME H610M-K D4-CSM,LGA1700,Micro ATX,64,2
Biostar H610MX-E,LGA1700,Micro ATX,64,2
Gigabyte B660 DS3H AC,LGA1700,ATX,128,4
Asus PRIME B650M-A WIFI-CSM,AM5,Micro ATX,128,4
Asus EX-B760M-V5 D4,LGA1700,Micro ATX,64,2
Gigabyte B760M AORUS PRO DDR4,LGA1700,Micro ATX,128,4
Gigabyte B760M AORUS PRO,LGA1700,Micro ATX,192,4
Biostar B760MXC PRO,LGA1700,Micro ATX,192,4
ASRock H610M-HDVP/D5 R2.0,LGA1700,Micro ATX,96,2
Asus PRIME B650M-K-CSM,AM5,Micro ATX,96,2
Asus Pro H610M-CT2 D4-CSM,LGA1700,Micro ATX,64,2
Asus EX-B650M-V7,AM5,Micro ATX,96,2
Asus PRIME H610M-D-CSM,LGA1700,Micro ATX,96,2
Asus PRIME H610M-K D4 ARGB-CSM,LGA1700,Micro ATX,64,2
Gigabyte B760M D,LGA1700,Micro ATX,96,2
Gigabyte B360 M AORUS PRO (rev.1.0),LGA1700,Micro ATX,64,4
Biostar A620MS,AM5,Micro ATX,96,2
Asus PRIME B760M-F D4,LGA1700,Micro ATX,64,2
Asus PRIME B760M-F-CSM,LGA1700,Micro ATX,96,2
Gigabyte GA-H55M-S2,LGA1156,Micro ATX,16,2
Intel DH57DD,LGA1156,Micro ATX,16,4
Gigabyte GA-H57M-USB3,LGA1156,Micro ATX,16,4
EVGA 132-LF-E655-KR,LGA1156,ATX,16,4
EVGA 141-LF-E658-KR,LGA1156,EATX,16,4
Intel DP55SB,LGA1156,Micro ATX,16,4
Gigabyte GA-P55A-UD6,LGA1156,ATX,16,6
MSI 740GM-P25,AM3,Micro ATX,8,2
Foxconn A74ML-K,AM3,Micro ATX,8,2
Gigabyte GA-MA74GM-S2,AM3/AM2+/AM2,Micro ATX,8,2
Foxconn A76ML-K,AM3/AM2+/AM2,Micro ATX,4,2
Asus M4A78L-M,AM3/AM2+/AM2,Micro ATX,8,2
ASRock 770 Extreme3,AM3,ATX,16,4
Asus M4A785TD-V EVO/U3S6,AM3,ATX,16,4
ASRock A785GXH/128M,AM3/AM2+/AM2,ATX,16,4
Gigabyte GA-790XTA-UD4,AM3,ATX,16,4
Gigabyte GA-890XA-UD3,AM3,ATX,16,4
MSI 870A-G54,AM3,ATX,16,4
EVGA 141-BL-E760-A1,LGA1366,EATX,24,6
Asus Rampage II Gene,LGA1366,Micro ATX,24,6
Gigabyte GA-P55-UD3R,LGA1156,ATX,16,4
Asus M4A88T-M/USB3,AM3,Micro ATX,16,4
ASRock H55M PRO,LGA1156,Micro ATX,16,4
ASRock P55 Pro/USB3,LGA1156,ATX,16,4
Asus M4A78LT-M LE,AM3,Micro ATX,8,2
ASRock 890GX Extreme4,AM3,ATX,16,4
Asus P7H55-M LX,LGA1156,Micro ATX,8,2
Gigabyte GA-M68MT-D3,AM3,Micro ATX,8,2
Biostar A770E3,AM3,ATX,16,4
MSI P55-CD53,LGA1156,ATX,16,4
MSI 880GM-E41,AM3,Micro ATX,16,4
Biostar TA880G HD,AM3,Micro ATX,16,4
Foxconn Q57M,LGA1156,Micro ATX,16,4
ECS A790GXM-AD3,AM3,ATX,32,4
Biostar N68S,AM2+/AM2,Micro ATX,8,2
